shipment_id,date,origin_hub,destination_hub,carrier,delivery_days_actual,delivery_days_promised,distance_km,weight_kg,cost_usd,on_time_delivery,delay_reason,product_category,season,priority
SHP-13498,2024-04-27,San_Antonio,New_York,QuickPost,8,7,1565,24.44,43.94,0,weather,industrial,spring,standard
SHP-13499,2024-02-18,Chicago,Los_Angeles,LocalEx,10,7,818,22.69,20.76,0,mechanical,furniture,winter,standard
SHP-13500,2024-05-15,Chicago,Los_Angeles,FastShip,4,5,932,29.35,42.16,1,,industrial,spring,standard
SHP-13501,2024-05-31,San_Antonio,Chicago,FastShip,3,4,1356,40.33,110.46,1,,furniture,spring,standard
SHP-13502,2024-03-22,Houston,Philadelphia,MegaFreight,5,5,729,16.44,18.97,1,,electronics,spring,standard
SHP-13503,2024-04-11,Chicago,New_York,MegaFreight,3,3,688,8.85,39.95,1,,clothing,spring,express
SHP-13504,2024-02-02,Los_Angeles,New_York,FastShip,4,4,1426,37.61,83.51,1,,furniture,winter,standard
SHP-13505,2024-05-14,San_Antonio,Philadelphia,LocalEx,5,3,265,9.52,22.69,0,capacity,industrial,spring,express
SHP-13506,2024-02-20,New_York,Houston,LocalEx,7,4,1166,5.96,21.8,0,weather,electronics,winter,standard
SHP-13507,2024-02-24,New_York,Chicago,FastShip,1,1,749,22.98,60.98,1,,industrial,winter,overnight
SHP-13508,2024-01-19,New_York,Philadelphia,QuickPost,6,6,1391,1.82,14.23,1,,electronics,winter,standard
SHP-13509,2024-03-09,Phoenix,Los_Angeles,QuickPost,3,3,1093,6.28,54.21,1,,clothing,spring,express
SHP-13510,2024-04-29,New_York,Houston,FastShip,5,6,870,13.0,61.49,1,,industrial,spring,standard
SHP-13511,2024-03-11,New_York,Los_Angeles,MegaFreight,7,3,470,15.17,17.73,0,customs,clothing,spring,standard
SHP-13512,2024-04-11,Dallas,Los_Angeles,FastShip,7,7,1637,12.46,49.5,1,,furniture,spring,standard
SHP-13513,2024-04-30,New_York,Chicago,FastShip,1,2,1114,30.56,40.89,1,,industrial,spring,express
SHP-13514,2024-06-26,Houston,Chicago,MegaFreight,1,1,712,23.38,91.97,1,,electronics,summer,overnight
SHP-13515,2024-04-24,Phoenix,Dallas,FastShip,2,3,1585,15.26,33.43,1,,industrial,spring,express
SHP-13516,2024-01-23,Los_Angeles,New_York,MegaFreight,4,5,1975,6.37,32.4,1,,clothing,winter,standard
SHP-13517,2024-02-12,Houston,Chicago,LocalEx,6,2,1168,30.82,117.88,0,mechanical,industrial,winter,express
SHP-13518,2024-04-26,Phoenix,New_York,FastShip,1,2,1135,9.54,53.9,1,,electronics,spring,express
SHP-13519,2024-05-02,New_York,Phoenix,FastShip,4,4,2081,1.0,10.96,1,,clothing,spring,standard
SHP-13520,2024-03-13,New_York,Los_Angeles,MegaFreight,1,1,760,20.19,39.14,1,,industrial,spring,overnight
SHP-13521,2024-01-04,Dallas,Chicago,FastShip,3,4,622,19.83,60.69,1,,perishables,winter,standard
SHP-13522,2024-06-15,New_York,Los_Angeles,MegaFreight,3,3,830,5.82,50.54,1,,clothing,summer,express
SHP-13523,2024-05-06,Chicago,San_Antonio,MegaFreight,1,1,1153,9.93,76.19,1,,perishables,spring,overnight
SHP-13524,2024-06-04,Chicago,New_York,LocalEx,11,7,759,17.88,45.72,0,weather,furniture,summer,standard
SHP-13525,2024-05-29,San_Antonio,Chicago,FastShip,2,3,888,6.35,28.18,1,,perishables,spring,standard
SHP-13526,2024-03-03,Houston,New_York,FastShip,3,3,1208,19.06,41.77,1,,perishables,spring,express
SHP-13527,2024-06-27,Chicago,Los_Angeles,MegaFreight,3,3,813,4.13,28.55,1,,perishables,summer,express
SHP-13528,2024-03-21,Los_Angeles,Philadelphia,FastShip,3,3,832,13.55,24.5,1,,furniture,spring,express
SHP-13529,2024-02-05,Los_Angeles,San_Antonio,MegaFreight,1,2,2172,16.6,34.29,1,,electronics,winter,express
SHP-13530,2024-01-06,New_York,Chicago,QuickPost,4,2,472,19.52,37.5,0,mechanical,perishables,winter,express
SHP-13531,2024-01-05,Los_Angeles,Chicago,MegaFreight,6,5,768,42.76,35.65,0,customs,industrial,winter,standard
SHP-13532,2024-03-11,Houston,Los_Angeles,MegaFreight,2,2,934,2.67,38.92,1,,clothing,spring,express
SHP-13533,2024-03-12,New_York,Philadelphia,QuickPost,1,1,901,40.03,161.71,1,,furniture,spring,overnight
SHP-13534,2024-01-24,San_Antonio,Phoenix,FastShip,2,3,983,6.92,35.25,1,,electronics,winter,express
SHP-13535,2024-02-26,Philadelphia,Houston,FastShip,4,5,2190,5.7,99.52,1,,clothing,winter,standard
SHP-13536,2024-03-31,Los_Angeles,Philadelphia,MegaFreight,6,7,1119,28.94,62.23,1,,industrial,spring,standard
SHP-13537,2024-05-27,New_York,Chicago,QuickPost,2,3,2076,18.37,61.2,1,,furniture,spring,express
SHP-13538,2024-01-01,Dallas,Houston,MegaFreight,5,2,3112,27.57,120.12,0,customs,industrial,winter,express
SHP-13539,2024-05-27,Phoenix,New_York,FastShip,5,5,767,7.36,29.02,1,,clothing,spring,standard
SHP-13540,2024-06-22,Phoenix,Philadelphia,LocalEx,8,6,1571,9.98,92.78,0,capacity,perishables,summer,standard
SHP-13541,2024-01-28,San_Antonio,Phoenix,FastShip,1,2,1302,24.28,62.92,1,,industrial,winter,express
SHP-13542,2024-03-06,New_York,Houston,MegaFreight,4,5,843,7.38,25.07,1,,perishables,spring,standard
SHP-13543,2024-06-22,Chicago,Phoenix,LocalEx,3,3,832,13.13,50.76,1,,perishables,summer,express
SHP-13544,2024-04-11,New_York,Houston,FastShip,3,4,854,4.54,18.16,1,,clothing,spring,standard
SHP-13545,2024-01-14,Houston,Phoenix,QuickPost,1,1,1462,12.75,127.47,1,,clothing,winter,overnight
SHP-13546,2024-02-29,Chicago,Chicago,MegaFreight,1,1,1001,67.64,218.66,1,,furniture,winter,overnight
SHP-13547,2024-05-09,New_York,Los_Angeles,LocalEx,5,6,801,30.43,60.15,1,,industrial,spring,standard
SHP-13548,2024-02-28,Los_Angeles,Houston,FastShip,4,5,1244,27.65,61.98,1,,industrial,winter,standard
SHP-13549,2024-02-11,Philadelphia,Dallas,MegaFreight,6,3,685,11.64,54.81,0,other,industrial,winter,express
SHP-13550,2024-05-19,New_York,Phoenix,QuickPost,2,3,875,8.63,45.77,1,,perishables,spring,express
SHP-13551,2024-04-27,Chicago,New_York,MegaFreight,1,2,1351,14.22,72.02,1,,electronics,spring,express
SHP-13552,2024-03-10,Houston,New_York,FastShip,6,7,694,29.54,83.93,1,,industrial,spring,standard
SHP-13553,2024-01-06,New_York,Houston,QuickPost,7,4,1705,30.5,69.91,0,customs,industrial,winter,standard
SHP-13554,2024-02-05,Los_Angeles,New_York,FastShip,3,3,546,4.06,15.66,1,,electronics,winter,standard
SHP-13555,2024-04-16,Los_Angeles,San_Antonio,MegaFreight,3,3,685,22.65,63.24,1,,furniture,spring,express
SHP-13556,2024-03-17,San_Antonio,Los_Angeles,MegaFreight,1,1,1388,28.03,151.6,1,,industrial,spring,overnight
SHP-13557,2024-04-19,Los_Angeles,San_Antonio,MegaFreight,6,1,720,16.76,77.47,0,weather,electronics,spring,overnight
SHP-13558,2024-02-29,Los_Angeles,Chicago,FastShip,5,6,1519,49.17,72.46,1,,industrial,winter,standard
SHP-13559,2024-01-01,Phoenix,Houston,QuickPost,1,1,1124,8.32,55.3,1,,clothing,winter,overnight
SHP-13560,2024-02-20,New_York,Chicago,MegaFreight,2,3,1651,1.8,19.74,1,,clothing,winter,standard
SHP-13561,2024-02-16,Houston,Los_Angeles,MegaFreight,4,4,1035,11.33,23.76,1,,electronics,winter,standard
SHP-13562,2024-05-10,Philadelphia,Los_Angeles,FastShip,5,6,2169,11.96,38.47,1,,electronics,spring,standard
SHP-13563,2024-01-24,New_York,Dallas,MegaFreight,1,1,553,1.31,30.62,1,,clothing,winter,overnight
SHP-13564,2024-04-26,Houston,Philadelphia,QuickPost,6,4,1244,25.23,51.26,0,customs,industrial,spring,standard
SHP-13565,2024-05-23,Houston,Philadelphia,FastShip,3,3,2632,10.75,40.79,1,,industrial,spring,standard
SHP-13566,2024-02-20,Chicago,Los_Angeles,MegaFreight,5,6,1860,18.31,82.63,1,,clothing,winter,standard
SHP-13567,2024-03-14,Los_Angeles,Philadelphia,FastShip,1,1,1466,6.17,71.34,1,,electronics,spring,overnight
SHP-13568,2024-01-17,Dallas,Chicago,MegaFreight,7,7,1085,45.89,50.77,1,,industrial,winter,standard
SHP-13569,2024-04-04,Houston,Phoenix,FastShip,4,4,1483,34.1,42.06,1,,industrial,spring,standard
SHP-13570,2024-05-30,Chicago,New_York,FastShip,1,1,964,9.11,123.5,1,,electronics,spring,overnight
SHP-13571,2024-01-05,Philadelphia,Phoenix,MegaFreight,2,3,1278,14.12,70.89,1,,industrial,winter,express
SHP-13572,2024-04-10,Chicago,New_York,FastShip,1,2,809,11.85,74.27,1,,electronics,spring,express
SHP-13573,2024-05-25,Chicago,Los_Angeles,MegaFreight,5,4,1081,1.83,24.72,0,customs,clothing,spring,standard
SHP-13574,2024-05-30,Houston,New_York,FastShip,5,6,1952,11.69,32.78,1,,electronics,spring,standard
SHP-13575,2024-03-08,Philadelphia,Phoenix,MegaFreight,6,5,775,19.48,26.56,0,capacity,perishables,spring,standard
SHP-13576,2024-04-09,San_Antonio,Dallas,FastShip,3,3,517,65.89,53.94,1,,furniture,spring,express
SHP-13577,2024-05-23,New_York,Philadelphia,FastShip,2,2,1000,8.64,40.17,1,,electronics,spring,express
SHP-13578,2024-02-14,Dallas,Chicago,LocalEx,2,3,2240,48.62,76.45,1,,industrial,winter,standard
SHP-13579,2024-03-03,Houston,New_York,MegaFreight,3,3,540,36.03,46.18,1,,industrial,spring,express
SHP-13580,2024-03-20,New_York,Chicago,MegaFreight,1,1,1258,9.44,120.66,1,,clothing,spring,overnight
SHP-13581,2024-02-11,Dallas,Chicago,FastShip,3,4,929,3.57,9.55,1,,electronics,winter,standard
SHP-13582,2024-01-04,Philadelphia,New_York,FastShip,8,7,1327,21.83,35.37,0,other,industrial,winter,standard
SHP-13583,2024-01-22,Chicago,New_York,FastShip,6,7,1419,57.84,48.7,1,,industrial,winter,standard
SHP-13584,2024-02-27,Phoenix,Dallas,FastShip,6,6,584,47.19,65.1,1,,furniture,winter,standard
SHP-13585,2024-04-30,Chicago,San_Antonio,MegaFreight,1,2,2118,6.36,39.47,1,,clothing,spring,express
SHP-13586,2024-03-24,Houston,New_York,MegaFreight,5,6,1706,5.95,55.89,1,,clothing,spring,standard
SHP-13587,2024-03-23,Houston,Dallas,MegaFreight,3,3,572,13.27,24.61,1,,perishables,spring,standard
SHP-13588,2024-01-21,Houston,Los_Angeles,LocalEx,4,3,1015,8.12,40.46,0,customs,clothing,winter,express
SHP-13589,2024-06-16,Chicago,New_York,LocalEx,7,7,952,32.55,31.46,1,,industrial,summer,standard
SHP-13590,2024-05-11,San_Antonio,Chicago,LocalEx,7,7,855,15.18,40.15,1,,industrial,spring,standard
SHP-13591,2024-04-16,Houston,New_York,FastShip,4,2,819,74.57,96.11,0,customs,furniture,spring,express
SHP-13592,2024-01-07,Los_Angeles,New_York,MegaFreight,1,2,2664,14.48,81.3,1,,industrial,winter,express
SHP-13593,2024-06-03,Philadelphia,Chicago,MegaFreight,1,1,1029,8.76,66.01,1,,electronics,summer,overnight
SHP-13594,2024-05-13,Houston,San_Antonio,LocalEx,5,5,1333,14.02,49.85,1,,electronics,spring,standard
SHP-13595,2024-05-03,New_York,Chicago,QuickPost,6,7,2328,14.76,42.07,1,,furniture,spring,standard
SHP-13596,2024-02-05,New_York,Philadelphia,FastShip,6,7,983,9.14,21.8,1,,clothing,winter,standard
SHP-13597,2024-01-18,New_York,New_York,FastShip,2,2,1199,16.21,49.73,1,,clothing,winter,express
SHP-13598,2024-06-18,Houston,Chicago,FastShip,6,7,1701,3.23,22.11,1,,clothing,summer,standard
SHP-13599,2024-02-15,Los_Angeles,Chicago,QuickPost,2,3,2097,6.95,32.71,1,,clothing,winter,standard
SHP-13600,2024-02-20,New_York,Phoenix,FastShip,2,3,1261,6.42,27.65,1,,clothing,winter,standard
SHP-13601,2024-05-14,Los_Angeles,New_York,FastShip,7,7,2506,4.17,32.18,1,,clothing,spring,standard
SHP-13602,2024-03-23,Philadelphia,New_York,QuickPost,5,5,956,4.37,22.76,1,,clothing,spring,standard
SHP-13603,2024-04-23,San_Antonio,Los_Angeles,QuickPost,5,6,1366,62.86,90.86,1,,industrial,spring,standard
SHP-13604,2024-06-18,San_Antonio,Chicago,QuickPost,6,1,1137,199.7,192.79,0,weather,furniture,summer,overnight
SHP-13605,2024-02-21,Houston,Los_Angeles,MegaFreight,3,3,2383,35.93,156.38,1,,industrial,winter,express
SHP-13606,2024-04-08,New_York,Houston,QuickPost,1,2,542,8.28,36.66,1,,clothing,spring,express
SHP-13607,2024-03-02,Los_Angeles,Phoenix,QuickPost,7,7,852,15.71,23.61,1,,industrial,spring,standard
SHP-13608,2024-06-21,Houston,San_Antonio,MegaFreight,6,6,695,25.29,20.18,1,,industrial,summer,standard
SHP-13609,2024-03-05,Chicago,Los_Angeles,FastShip,2,3,885,20.59,27.06,1,,electronics,spring,standard
SHP-13610,2024-05-06,Chicago,Los_Angeles,MegaFreight,2,3,1761,12.57,58.46,1,,industrial,spring,standard
SHP-13611,2024-02-05,San_Antonio,Los_Angeles,MegaFreight,1,1,2451,7.73,66.02,1,,clothing,winter,overnight
SHP-13612,2024-01-18,New_York,San_Antonio,MegaFreight,6,6,2931,61.03,74.35,1,,furniture,winter,standard
SHP-13613,2024-02-11,Houston,Chicago,QuickPost,5,6,769,19.01,24.56,1,,electronics,winter,standard
SHP-13614,2024-06-20,New_York,Houston,LocalEx,3,4,854,11.38,38.6,1,,furniture,summer,standard
SHP-13615,2024-04-13,Dallas,Los_Angeles,LocalEx,9,7,1445,15.25,45.62,0,weather,industrial,spring,standard
SHP-13616,2024-06-06,Dallas,Los_Angeles,FastShip,2,3,995,6.63,47.43,1,,electronics,summer,express
SHP-13617,2024-04-30,Houston,Phoenix,MegaFreight,1,1,861,75.06,184.02,1,,industrial,spring,overnight
SHP-13618,2024-05-16,New_York,Philadelphia,LocalEx,11,7,1921,59.55,79.0,0,weather,industrial,spring,standard
SHP-13619,2024-02-12,Los_Angeles,New_York,MegaFreight,6,6,1568,33.63,59.06,1,,industrial,winter,standard
SHP-13620,2024-01-02,Chicago,New_York,QuickPost,5,3,1238,14.0,63.3,0,weather,electronics,winter,express
SHP-13621,2024-05-26,Los_Angeles,Chicago,FastShip,5,6,683,3.93,21.95,1,,electronics,spring,standard
SHP-13622,2024-03-21,Los_Angeles,Philadelphia,MegaFreight,2,2,1984,13.16,100.88,1,,perishables,spring,express
SHP-13623,2024-02-13,Chicago,New_York,QuickPost,8,6,1261,19.41,33.49,0,capacity,industrial,winter,standard
SHP-13624,2024-01-08,New_York,Los_Angeles,FastShip,3,3,860,16.68,67.91,1,,electronics,winter,express
SHP-13625,2024-02-09,Los_Angeles,Los_Angeles,FastShip,2,3,409,38.73,17.45,1,,furniture,winter,standard
SHP-13626,2024-01-03,Philadelphia,San_Antonio,MegaFreight,3,4,738,4.36,14.05,1,,clothing,winter,standard
SHP-13627,2024-01-19,New_York,Los_Angeles,MegaFreight,2,2,1460,11.76,74.93,1,,electronics,winter,express
SHP-13628,2024-05-20,New_York,San_Antonio,FastShip,5,6,999,5.69,42.81,1,,clothing,spring,standard
SHP-13629,2024-06-05,Chicago,Houston,MegaFreight,7,7,1144,8.62,37.55,1,,clothing,summer,standard
SHP-13630,2024-01-15,Phoenix,New_York,MegaFreight,1,2,950,13.02,66.8,1,,electronics,winter,express
SHP-13631,2024-01-25,Phoenix,Philadelphia,FastShip,3,4,704,3.46,22.26,1,,clothing,winter,standard
SHP-13632,2024-04-19,New_York,Chicago,MegaFreight,3,3,1480,30.66,85.91,1,,furniture,spring,express
SHP-13633,2024-03-11,Dallas,New_York,QuickPost,3,3,1677,32.97,64.43,1,,furniture,spring,express
SHP-13634,2024-03-02,Philadelphia,Phoenix,QuickPost,4,5,2139,8.53,59.32,1,,clothing,spring,standard
SHP-13635,2024-04-02,Houston,Los_Angeles,FastShip,3,3,1259,1.83,22.14,1,,clothing,spring,express
SHP-13636,2024-02-09,Chicago,Houston,FastShip,3,3,617,30.88,41.22,1,,perishables,winter,standard
SHP-13637,2024-03-13,New_York,Los_Angeles,FastShip,1,1,1051,18.15,82.69,1,,perishables,spring,overnight
SHP-13638,2024-06-09,Phoenix,Houston,QuickPost,1,1,656,45.31,61.98,1,,furniture,summer,overnight
SHP-13639,2024-02-29,New_York,Los_Angeles,QuickPost,6,3,1228,90.87,98.36,0,weather,industrial,winter,standard
SHP-13640,2024-01-14,Chicago,Los_Angeles,FastShip,9,7,1215,6.67,34.51,0,capacity,clothing,winter,standard
SHP-13641,2024-03-19,Chicago,Los_Angeles,QuickPost,6,6,1813,25.98,143.08,1,,perishables,spring,standard
SHP-13642,2024-04-16,Houston,Chicago,MegaFreight,6,6,531,107.64,84.57,1,,furniture,spring,standard
SHP-13643,2024-04-18,Chicago,New_York,FastShip,5,6,340,24.63,15.31,1,,industrial,spring,standard
SHP-13644,2024-01-24,Philadelphia,Dallas,MegaFreight,8,5,1060,55.47,39.16,0,capacity,industrial,winter,standard
SHP-13645,2024-04-30,Chicago,New_York,MegaFreight,4,5,2097,28.37,104.25,1,,industrial,spring,standard
SHP-13646,2024-04-06,Philadelphia,San_Antonio,QuickPost,2,2,1069,18.99,40.26,1,,perishables,spring,express
SHP-13647,2024-04-22,Los_Angeles,Houston,QuickPost,6,5,543,6.21,23.83,0,other,electronics,spring,standard
SHP-13648,2024-02-14,Chicago,Phoenix,MegaFreight,3,2,1596,29.61,75.6,0,weather,furniture,winter,express
SHP-13649,2024-02-18,Philadelphia,San_Antonio,QuickPost,2,2,661,6.48,26.65,1,,electronics,winter,express
SHP-13650,2024-01-04,New_York,Chicago,LocalEx,2,3,667,8.81,17.68,1,,electronics,winter,standard
SHP-13651,2024-02-05,Philadelphia,Los_Angeles,LocalEx,1,2,987,1.01,19.54,1,,clothing,winter,express
SHP-13652,2024-05-11,New_York,Phoenix,FastShip,3,3,592,11.54,25.6,1,,industrial,spring,standard
SHP-13653,2024-02-24,San_Antonio,Phoenix,FastShip,2,2,753,1.91,27.49,1,,clothing,winter,express
SHP-13654,2024-01-10,New_York,Houston,QuickPost,8,4,1269,6.07,36.0,0,capacity,clothing,winter,standard
SHP-13655,2024-01-16,Chicago,Houston,LocalEx,8,7,738,12.01,23.9,0,customs,clothing,winter,standard
SHP-13656,2024-06-11,Los_Angeles,New_York,MegaFreight,6,7,480,12.72,32.27,1,,clothing,summer,standard
SHP-13657,2024-03-25,New_York,Los_Angeles,QuickPost,1,1,666,7.82,64.36,1,,clothing,spring,overnight
SHP-13658,2024-02-04,New_York,Los_Angeles,QuickPost,7,7,329,12.69,11.29,1,,furniture,winter,standard
SHP-13659,2024-01-05,Chicago,New_York,FastShip,1,1,2692,35.43,182.14,1,,industrial,winter,overnight
SHP-13660,2024-02-18,New_York,Phoenix,QuickPost,7,5,559,55.86,31.03,0,capacity,industrial,winter,standard
SHP-13661,2024-06-13,Dallas,Los_Angeles,QuickPost,9,7,551,18.28,32.2,0,capacity,furniture,summer,standard
SHP-13662,2024-05-30,Houston,Chicago,MegaFreight,7,7,1315,7.32,17.4,1,,electronics,spring,standard
SHP-13663,2024-06-19,Houston,New_York,LocalEx,5,5,1097,4.64,29.16,1,,clothing,summer,standard
SHP-13664,2024-02-24,Phoenix,New_York,MegaFreight,6,7,1351,80.18,59.91,1,,industrial,winter,standard
SHP-13665,2024-05-11,Phoenix,Philadelphia,FastShip,2,2,2196,6.83,65.3,1,,clothing,spring,express
SHP-13666,2024-04-23,Phoenix,San_Antonio,QuickPost,1,1,1133,3.69,94.54,1,,clothing,spring,overnight
SHP-13667,2024-06-12,New_York,Phoenix,LocalEx,6,6,1217,39.47,12.97,1,,industrial,summer,standard
SHP-13668,2024-03-16,Los_Angeles,San_Antonio,MegaFreight,1,2,1981,37.96,86.04,1,,industrial,spring,express
SHP-13669,2024-03-28,Dallas,Los_Angeles,FastShip,5,6,239,11.51,17.94,1,,clothing,spring,standard
SHP-13670,2024-06-25,Dallas,Chicago,MegaFreight,2,2,1268,27.33,128.19,1,,furniture,summer,express
SHP-13671,2024-02-28,New_York,Houston,QuickPost,5,2,989,7.75,102.59,0,mechanical,clothing,winter,express
SHP-13672,2024-02-07,Chicago,New_York,FastShip,8,3,669,6.4,13.88,0,customs,clothing,winter,express
SHP-13673,2024-06-24,Houston,San_Antonio,MegaFreight,7,3,554,49.57,152.34,0,mechanical,industrial,summer,express
SHP-13674,2024-04-26,San_Antonio,San_Antonio,QuickPost,8,6,508,6.46,14.89,0,weather,electronics,spring,standard
SHP-13675,2024-04-16,New_York,New_York,FastShip,1,1,671,2.41,22.91,1,,clothing,spring,overnight
SHP-13676,2024-03-19,Chicago,New_York,LocalEx,7,7,795,10.23,17.95,1,,clothing,spring,standard
SHP-13677,2024-02-23,New_York,Los_Angeles,QuickPost,3,3,1049,2.88,37.34,1,,clothing,winter,express
SHP-13678,2024-01-24,Los_Angeles,Philadelphia,MegaFreight,4,4,665,26.97,31.39,1,,industrial,winter,standard
SHP-13679,2024-05-27,Phoenix,Chicago,LocalEx,9,2,1118,5.32,49.2,0,weather,electronics,spring,express
SHP-13680,2024-03-19,Phoenix,Houston,FastShip,4,4,1306,48.24,44.24,1,,furniture,spring,standard
SHP-13681,2024-05-25,New_York,Chicago,FastShip,3,3,2908,6.36,52.33,1,,clothing,spring,standard
SHP-13682,2024-05-22,New_York,Philadelphia,QuickPost,9,6,1529,34.72,48.67,0,weather,industrial,spring,standard
SHP-13683,2024-01-13,Houston,San_Antonio,MegaFreight,6,3,1448,8.12,141.62,0,capacity,electronics,winter,express
SHP-13684,2024-02-13,Houston,Chicago,LocalEx,6,7,725,48.46,89.6,1,,industrial,winter,standard
SHP-13685,2024-02-07,New_York,Los_Angeles,LocalEx,3,4,854,14.07,16.22,1,,industrial,winter,standard
SHP-13686,2024-02-24,Chicago,New_York,FastShip,3,3,1052,18.66,32.39,1,,industrial,winter,standard
SHP-13687,2024-03-16,Chicago,Dallas,FastShip,2,3,2603,10.5,66.56,1,,industrial,spring,standard
SHP-13688,2024-01-29,Phoenix,New_York,LocalEx,6,6,710,3.06,22.77,1,,clothing,winter,standard
SHP-13689,2024-03-18,New_York,Chicago,FastShip,4,4,833,8.3,24.55,1,,clothing,spring,standard
SHP-13690,2024-02-22,Dallas,New_York,FastShip,6,6,1448,11.87,31.94,1,,electronics,winter,standard
SHP-13691,2024-04-26,Chicago,Houston,MegaFreight,1,2,1029,12.48,65.88,1,,industrial,spring,express
SHP-13692,2024-01-21,San_Antonio,Los_Angeles,FastShip,7,7,2559,17.84,68.59,1,,electronics,winter,standard
SHP-13693,2024-06-03,Philadelphia,San_Antonio,FastShip,2,2,708,66.04,104.94,1,,furniture,summer,express
SHP-13694,2024-03-27,Chicago,New_York,FastShip,5,6,1183,47.81,92.68,1,,perishables,spring,standard
SHP-13695,2024-04-20,Dallas,Chicago,MegaFreight,4,4,1591,36.47,41.45,1,,industrial,spring,standard
SHP-13696,2024-02-10,San_Antonio,Houston,QuickPost,2,3,1302,35.54,73.17,1,,furniture,winter,express
SHP-13697,2024-04-13,Dallas,Los_Angeles,FastShip,5,5,866,4.5,12.81,1,,clothing,spring,standard
SHP-13698,2024-02-08,New_York,Phoenix,MegaFreight,5,6,1545,24.62,60.61,1,,perishables,winter,standard
SHP-13699,2024-06-04,Philadelphia,New_York,FastShip,4,5,1216,1.41,16.58,1,,clothing,summer,standard
SHP-13700,2024-03-05,San_Antonio,New_York,FastShip,6,6,1670,8.79,26.41,1,,electronics,spring,standard
SHP-13701,2024-03-28,New_York,Phoenix,MegaFreight,5,6,2092,27.51,53.23,1,,furniture,spring,standard
SHP-13702,2024-01-28,Houston,Los_Angeles,FastShip,9,6,213,13.28,27.76,0,capacity,clothing,winter,standard
SHP-13703,2024-01-15,Dallas,Houston,FastShip,6,5,869,6.86,17.09,0,capacity,clothing,winter,standard
SHP-13704,2024-03-25,Chicago,San_Antonio,FastShip,1,2,788,7.43,39.61,1,,perishables,spring,express
SHP-13705,2024-05-21,New_York,Philadelphia,LocalEx,2,3,1087,23.68,31.92,1,,industrial,spring,standard
SHP-13706,2024-02-24,Los_Angeles,Philadelphia,QuickPost,7,4,544,13.89,19.76,0,weather,industrial,winter,standard
SHP-13707,2024-06-22,Houston,Dallas,LocalEx,1,1,831,5.72,41.52,1,,industrial,summer,overnight
